ticket_id,subject,category,priority,status,created_at,resolved_at,closed_at,assignee,team,customer,contact_channel,sla_breached,satisfaction_score
SUP-2002428,Feature Request - TechStart Inc,Feature Request,Medium,Closed,2024-01-08 14:41:46,2024-01-09 23:34:40,2024-01-10 00:17:40,laura.smith,Product Team,TechStart Inc,Email,false,
SUP-2002429,Performance Issue - MedGroup,Performance Issue,Low,Closed,2024-01-24 08:33:56,2024-01-27 10:32:21,2024-01-27 10:45:21,sofia.moreau,Engineering,MedGroup,Phone,false,6.1
SUP-2002430,Data Export/Import - CityCouncil,Data Export/Import,Medium,Reopened,2024-01-23 10:13:17,2024-01-25 08:11:32,,sofia.moreau,Technical Team,CityCouncil,Phone,false,
SUP-2002431,Feature Request - CityCouncil,Feature Request,Medium,Closed,2024-01-03 12:19:51,2024-01-07 20:45:25,2024-01-07 21:31:25,carlos.silva,Product Team,CityCouncil,Portal,true,6.1
SUP-2002432,Account Management - Acme Corp,Account Management,High,Reopened,2024-01-22 09:30:05,2024-01-23 05:21:47,,maya.patel,Account Team,Acme Corp,Phone,false,
SUP-2002433,Integration Problem - UniServices,Integration Problem,Medium,Closed,2024-01-22 13:23:09,2024-01-23 14:06:06,2024-01-23 14:20:06,laura.smith,Integration Team,UniServices,Email,false,6.2
SUP-2002434,Feature Request - MedGroup,Feature Request,Low,Reopened,2024-01-02 14:57:14,2024-01-16 21:51:45,,ryan.kim,Product Team,MedGroup,Chat,false,
SUP-2002435,Performance Issue - TechStart Inc,Performance Issue,Medium,Closed,2024-01-15 01:05:16,2024-01-21 01:52:03,2024-01-21 02:52:03,ryan.kim,Engineering,TechStart Inc,Phone,true,
SUP-2002436,Integration Problem - RetailCo,Integration Problem,Critical,Closed,2024-01-01 15:28:13,2024-01-01 17:42:55,2024-01-01 18:13:55,laura.smith,Integration Team,RetailCo,Chat,false,6.9
SUP-2002437,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-17 15:38:09,2024-01-20 19:34:20,2024-01-20 19:48:20,laura.smith,Technical Team,Global Finance,Portal,false,
SUP-2002438,Billing Issue - StartupXYZ,Billing Issue,High,Closed,2024-01-10 08:53:29,2024-01-10 11:16:53,2024-01-10 11:21:53,laura.smith,Finance Support,StartupXYZ,Chat,false,6.5
SUP-2002439,Feature Request - TechStart Inc,Feature Request,Low,Closed,2024-01-26 19:28:10,2024-02-13 00:50:48,2024-02-13 01:46:48,sofia.moreau,Product Team,TechStart Inc,Chat,true,5.5
SUP-2002440,Performance Issue - Acme Corp,Performance Issue,Low,Closed,2024-01-22 09:38:09,2024-01-30 12:45:19,2024-01-30 13:28:19,laura.smith,Engineering,Acme Corp,Email,false,6.2
SUP-2002441,Billing Issue - RetailCo,Billing Issue,Low,Closed,2024-01-17 14:04:11,2024-01-23 05:14:59,2024-01-23 05:55:59,thomas.berg,Finance Support,RetailCo,Email,false,
SUP-2002442,Billing Issue - Acme Corp,Billing Issue,Low,Reopened,2024-01-11 18:54:34,2024-01-24 21:17:20,,jennifer.wu,Finance Support,Acme Corp,Email,false,
SUP-2002443,Feature Request - RetailCo,Feature Request,Low,Closed,2024-01-09 22:37:06,2024-01-14 06:06:53,2024-01-14 06:11:53,jennifer.wu,Product Team,RetailCo,Portal,false,5.9
SUP-2002444,Feature Request - Global Finance,Feature Request,High,Reopened,2024-01-12 10:33:58,2024-01-13 14:05:29,,thomas.berg,Product Team,Global Finance,Phone,false,
SUP-2002445,Billing Issue - StartupXYZ,Billing Issue,Critical,Closed,2024-01-26 13:07:06,2024-01-26 13:46:10,2024-01-26 14:18:10,sofia.moreau,Finance Support,StartupXYZ,Chat,false,
SUP-2002446,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-25 11:56:44,2024-01-26 00:17:42,2024-01-26 00:58:42,jennifer.wu,Finance Support,Global Finance,Email,false,7.3
SUP-2002447,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-26 15:11:44,2024-01-28 02:15:32,2024-01-28 03:11:32,maya.patel,Finance Support,Acme Corp,Portal,false,8.6
SUP-2002448,Billing Issue - CityCouncil,Billing Issue,Medium,Closed,2024-01-13 11:22:16,2024-01-15 18:08:53,2024-01-15 18:24:53,laura.smith,Finance Support,CityCouncil,Portal,false,8.1
SUP-2002449,Feature Request - Global Finance,Feature Request,Medium,Reopened,2024-01-15 15:56:14,2024-01-19 01:28:03,,laura.smith,Product Team,Global Finance,Email,false,
SUP-2002450,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-26 12:25:43,2024-01-30 06:30:47,2024-01-30 06:54:47,jennifer.wu,Account Team,TechStart Inc,Portal,false,7.3
SUP-2002451,Account Management - Acme Corp,Account Management,Low,Closed,2024-01-26 10:20:42,2024-02-19 21:18:08,2024-02-19 22:16:08,carlos.silva,Account Team,Acme Corp,Email,true,6.0
SUP-2002452,Integration Problem - TechStart Inc,Integration Problem,Low,Closed,2024-01-26 11:56:36,2024-01-30 23:06:36,2024-01-30 23:23:36,sofia.moreau,Integration Team,TechStart Inc,Phone,false,6.8
SUP-2002453,Account Management - StartupXYZ,Account Management,Low,Escalated,2024-01-24 10:33:21,2024-01-27 03:59:38,,jennifer.wu,Account Team,StartupXYZ,Phone,false,
SUP-2002454,Integration Problem - Acme Corp,Integration Problem,Low,Closed,2024-01-24 11:35:53,2024-02-22 14:01:17,2024-02-22 14:50:17,thomas.berg,Integration Team,Acme Corp,Phone,true,3.6
SUP-2002455,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-22 13:29:41,2024-01-24 02:15:04,2024-01-24 02:24:04,sofia.moreau,Account Team,TechStart Inc,Phone,false,6.7
SUP-2002456,Technical Support - Individual,Technical Support,Critical,Closed,2024-01-08 16:56:53,2024-01-08 18:43:25,2024-01-08 19:09:25,jennifer.wu,Technical Team,Individual,Phone,false,8.1
SUP-2002457,Performance Issue - Individual,Performance Issue,Medium,Closed,2024-01-22 10:10:21,2024-01-24 00:51:04,2024-01-24 01:01:04,carlos.silva,Engineering,Individual,Portal,false,
SUP-2002458,Technical Support - RetailCo,Technical Support,Low,Closed,2024-01-27 08:03:49,2024-01-30 16:25:32,2024-01-30 16:51:32,alex.chen,Technical Team,RetailCo,Email,false,6.8
SUP-2002459,Data Export/Import - StartupXYZ,Data Export/Import,Medium,Reopened,2024-01-19 13:50:12,2024-01-20 23:25:42,,sofia.moreau,Technical Team,StartupXYZ,Phone,false,
SUP-2002460,Billing Issue - StartupXYZ,Billing Issue,Low,Closed,2024-01-13 13:06:48,2024-01-14 15:05:44,2024-01-14 15:37:44,ryan.kim,Finance Support,StartupXYZ,Phone,false,7.1
SUP-2002461,Billing Issue - StartupXYZ,Billing Issue,Medium,Closed,2024-01-17 16:16:01,2024-01-18 02:58:10,2024-01-18 03:25:10,sofia.moreau,Finance Support,StartupXYZ,Phone,false,7.0
SUP-2002462,Technical Support - RetailCo,Technical Support,Low,Closed,2024-01-20 14:25:51,2024-01-21 19:24:50,2024-01-21 20:21:50,maya.patel,Technical Team,RetailCo,Chat,false,
SUP-2002463,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-20 08:10:49,2024-01-20 17:54:20,2024-01-20 18:14:20,ryan.kim,Technical Team,RetailCo,Email,false,6.0
SUP-2002464,Billing Issue - Acme Corp,Billing Issue,Low,Closed,2024-01-02 08:38:54,2024-02-03 20:23:43,2024-02-03 20:36:43,laura.smith,Finance Support,Acme Corp,Portal,true,5.9
SUP-2002465,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-26 12:34:10,2024-01-30 02:18:05,2024-01-30 03:14:05,laura.smith,Product Team,Global Finance,Portal,false,
SUP-2002466,Performance Issue - TechStart Inc,Performance Issue,Critical,Closed,2024-01-02 11:49:20,2024-01-02 14:47:58,2024-01-02 15:09:58,jennifer.wu,Engineering,TechStart Inc,Portal,false,6.9
SUP-2002467,Billing Issue - Acme Corp,Billing Issue,Low,Closed,2024-01-01 15:33:09,2024-01-03 03:25:33,2024-01-03 04:11:33,alex.chen,Finance Support,Acme Corp,Portal,false,7.6
SUP-2002468,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-24 13:27:00,2024-01-25 02:20:44,2024-01-25 02:30:44,sofia.moreau,Product Team,RetailCo,Phone,false,6.6
SUP-2002469,Account Management - StartupXYZ,Account Management,Low,Closed,2024-01-11 08:28:06,2024-01-15 08:58:32,2024-01-15 09:23:32,alex.chen,Account Team,StartupXYZ,Chat,false,7.9
SUP-2002470,Account Management - MedGroup,Account Management,Low,Closed,2024-01-08 15:36:22,2024-01-12 14:00:00,2024-01-12 14:44:00,alex.chen,Account Team,MedGroup,Phone,false,6.5
SUP-2002471,Billing Issue - RetailCo,Billing Issue,Medium,Closed,2024-01-04 09:27:27,2024-01-05 02:16:58,2024-01-05 02:41:58,maya.patel,Finance Support,RetailCo,Chat,false,7.4
SUP-2002472,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-12 12:05:32,2024-01-15 18:43:37,2024-01-15 19:18:37,sofia.moreau,Integration Team,TechStart Inc,Portal,false,7.2
SUP-2002473,Account Management - RetailCo,Account Management,Medium,Closed,2024-01-11 16:11:22,2024-01-11 22:39:25,2024-01-11 22:48:25,maya.patel,Account Team,RetailCo,Email,false,8.2
SUP-2002474,Billing Issue - Individual,Billing Issue,Low,Closed,2024-01-19 09:29:25,2024-01-19 23:56:09,2024-01-20 00:31:09,laura.smith,Finance Support,Individual,Phone,false,7.7
SUP-2002475,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-23 10:44:57,2024-01-23 18:39:28,2024-01-23 19:17:28,maya.patel,Technical Team,RetailCo,Chat,false,5.8
SUP-2002476,Integration Problem - Individual,Integration Problem,Critical,Closed,2024-01-12 13:18:52,2024-01-12 16:18:32,2024-01-12 16:25:32,sofia.moreau,Integration Team,Individual,Email,false,7.7
SUP-2002477,Data Export/Import - Individual,Data Export/Import,Low,Closed,2024-01-24 17:17:51,2024-01-29 04:38:20,2024-01-29 05:29:20,thomas.berg,Technical Team,Individual,Email,false,7.5
SUP-2002478,Feature Request - CityCouncil,Feature Request,Medium,Closed,2024-01-12 08:25:31,2024-01-13 04:30:20,2024-01-13 04:58:20,ryan.kim,Product Team,CityCouncil,Portal,false,5.0
SUP-2002479,Technical Support - CityCouncil,Technical Support,Medium,Closed,2024-01-08 22:24:09,2024-01-14 00:14:58,2024-01-14 00:26:58,thomas.berg,Technical Team,CityCouncil,Phone,true,5.6
SUP-2002480,Integration Problem - Global Finance,Integration Problem,Medium,Escalated,2024-01-11 20:05:54,2024-01-13 04:16:51,,ryan.kim,Integration Team,Global Finance,Phone,false,
SUP-2002481,Technical Support - StartupXYZ,Technical Support,Low,Closed,2024-01-08 11:18:09,2024-01-10 06:20:41,2024-01-10 06:46:41,laura.smith,Technical Team,StartupXYZ,Chat,false,8.6
SUP-2002482,Feature Request - Global Finance,Feature Request,Medium,Escalated,2024-01-10 13:57:40,2024-01-16 10:43:56,,alex.chen,Product Team,Global Finance,Email,false,
SUP-2002483,Technical Support - TechStart Inc,Technical Support,Medium,Reopened,2024-01-09 06:07:25,2024-01-11 09:27:39,,ryan.kim,Technical Team,TechStart Inc,Chat,false,
SUP-2002484,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-10 10:31:58,2024-01-13 10:57:35,2024-01-13 11:30:35,jennifer.wu,Technical Team,Global Finance,Portal,false,
SUP-2002485,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-03 14:27:06,2024-01-03 21:47:23,2024-01-03 22:31:23,sofia.moreau,Finance Support,Global Finance,Chat,false,
SUP-2002486,Feature Request - TechStart Inc,Feature Request,High,Closed,2024-01-02 14:36:51,2024-01-03 04:22:20,2024-01-03 05:20:20,alex.chen,Product Team,TechStart Inc,Phone,false,6.1
SUP-2002487,Technical Support - MedGroup,Technical Support,Medium,Closed,2024-01-11 08:52:00,2024-01-11 14:26:56,2024-01-11 14:35:56,carlos.silva,Technical Team,MedGroup,Email,false,5.7
SUP-2002488,Billing Issue - StartupXYZ,Billing Issue,High,Escalated,2024-01-23 15:14:28,2024-01-23 18:04:12,,laura.smith,Finance Support,StartupXYZ,Chat,false,
SUP-2002489,Billing Issue - MedGroup,Billing Issue,Medium,Closed,2024-01-11 14:54:38,2024-01-12 20:01:17,2024-01-12 20:58:17,maya.patel,Finance Support,MedGroup,Phone,false,7.3
SUP-2002490,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-08 10:23:18,2024-01-08 21:47:37,2024-01-08 22:00:37,sofia.moreau,Account Team,TechStart Inc,Phone,false,
SUP-2002491,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-11 10:30:44,2024-01-13 21:28:43,2024-01-13 21:57:43,sofia.moreau,Technical Team,Acme Corp,Chat,false,6.5
SUP-2002492,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-26 11:47:10,2024-01-26 20:24:57,2024-01-26 20:54:57,maya.patel,Technical Team,TechStart Inc,Chat,false,7.9
SUP-2002493,Feature Request - MedGroup,Feature Request,Low,Escalated,2024-01-01 01:15:40,2024-02-03 22:07:38,,thomas.berg,Product Team,MedGroup,Portal,false,
SUP-2002494,Performance Issue - Acme Corp,Performance Issue,Medium,Reopened,2024-01-01 09:51:11,2024-01-07 18:56:14,,thomas.berg,Engineering,Acme Corp,Portal,false,
SUP-2002495,Technical Support - CityCouncil,Technical Support,Medium,Closed,2024-01-09 05:18:38,2024-01-10 12:11:54,2024-01-10 12:23:54,alex.chen,Technical Team,CityCouncil,Chat,false,7.1
SUP-2002496,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-12 09:49:49,2024-01-13 00:03:46,2024-01-13 00:42:46,alex.chen,Technical Team,RetailCo,Chat,false,8.4
SUP-2002497,Technical Support - Global Finance,Technical Support,Critical,Closed,2024-01-22 14:20:11,2024-01-22 15:32:46,2024-01-22 15:51:46,alex.chen,Technical Team,Global Finance,Email,false,6.7
SUP-2002498,Technical Support - Acme Corp,Technical Support,High,Escalated,2024-01-04 09:11:36,2024-01-05 07:07:20,,thomas.berg,Technical Team,Acme Corp,Phone,false,
SUP-2002499,Performance Issue - RetailCo,Performance Issue,Medium,Reopened,2024-01-10 10:31:16,2024-01-11 04:03:37,,jennifer.wu,Engineering,RetailCo,Phone,false,
SUP-2002500,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-04 14:56:58,2024-01-05 18:58:25,2024-01-05 19:37:25,jennifer.wu,Engineering,Acme Corp,Portal,false,5.2
SUP-2002501,Account Management - Acme Corp,Account Management,High,Reopened,2024-01-04 16:22:49,2024-01-05 04:21:58,,thomas.berg,Account Team,Acme Corp,Email,false,
SUP-2002502,Billing Issue - StartupXYZ,Billing Issue,High,Closed,2024-01-03 12:32:37,2024-01-03 19:20:16,2024-01-03 19:26:16,laura.smith,Finance Support,StartupXYZ,Chat,false,8.0
SUP-2002503,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-01 15:04:03,2024-01-02 17:49:58,2024-01-02 18:26:58,alex.chen,Technical Team,Global Finance,Chat,false,6.4
SUP-2002504,Performance Issue - MedGroup,Performance Issue,Medium,Closed,2024-01-11 13:11:01,2024-01-13 14:50:30,2024-01-13 15:00:30,alex.chen,Engineering,MedGroup,Email,false,6.9
SUP-2002505,Integration Problem - StartupXYZ,Integration Problem,High,Closed,2024-01-22 11:08:12,2024-01-23 12:58:02,2024-01-23 13:44:02,sofia.moreau,Integration Team,StartupXYZ,Chat,true,6.3
SUP-2002506,Billing Issue - Individual,Billing Issue,High,Closed,2024-01-06 11:51:55,2024-01-06 13:27:37,2024-01-06 14:02:37,alex.chen,Finance Support,Individual,Chat,false,
SUP-2002507,Integration Problem - UniServices,Integration Problem,Critical,Closed,2024-01-06 16:56:13,2024-01-07 00:09:38,2024-01-07 00:17:38,sofia.moreau,Integration Team,UniServices,Portal,true,7.2
SUP-2002508,Feature Request - MedGroup,Feature Request,Low,Closed,2024-01-05 13:04:22,2024-01-13 14:49:28,2024-01-13 15:40:28,maya.patel,Product Team,MedGroup,Email,false,5.6
SUP-2002509,Performance Issue - Acme Corp,Performance Issue,Medium,Reopened,2024-01-16 16:11:27,2024-01-20 08:12:06,,carlos.silva,Engineering,Acme Corp,Phone,false,
SUP-2002510,Billing Issue - Acme Corp,Billing Issue,High,Closed,2024-01-11 09:50:49,2024-01-11 19:22:01,2024-01-11 20:12:01,maya.patel,Finance Support,Acme Corp,Email,false,7.5
SUP-2002511,Billing Issue - RetailCo,Billing Issue,High,Closed,2024-01-15 14:48:54,2024-01-16 06:06:37,2024-01-16 06:52:37,jennifer.wu,Finance Support,RetailCo,Email,false,7.4
SUP-2002512,Integration Problem - UniServices,Integration Problem,Medium,Closed,2024-01-22 21:07:48,2024-01-25 14:04:14,2024-01-25 14:32:14,alex.chen,Integration Team,UniServices,Portal,false,7.6
SUP-2002513,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-26 10:42:24,2024-01-26 16:55:35,2024-01-26 17:06:35,carlos.silva,Finance Support,TechStart Inc,Chat,false,
SUP-2002514,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-11 16:02:25,2024-01-13 01:45:08,2024-01-13 02:19:08,sofia.moreau,Technical Team,TechStart Inc,Email,false,
SUP-2002515,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-16 10:23:03,2024-01-17 03:42:38,2024-01-17 04:00:38,maya.patel,Finance Support,Global Finance,Email,false,7.5
SUP-2002516,Data Export/Import - UniServices,Data Export/Import,High,Closed,2024-01-01 08:48:36,2024-01-01 12:39:21,2024-01-01 13:10:21,jennifer.wu,Technical Team,UniServices,Email,false,6.6
SUP-2002517,Integration Problem - TechStart Inc,Integration Problem,Low,Escalated,2024-01-23 09:44:42,2024-01-26 23:18:37,,carlos.silva,Integration Team,TechStart Inc,Phone,false,
SUP-2002518,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-09 10:15:03,2024-01-23 04:48:21,2024-01-23 05:03:21,thomas.berg,Finance Support,TechStart Inc,Portal,true,4.9
SUP-2002519,Data Export/Import - StartupXYZ,Data Export/Import,Medium,Closed,2024-01-05 10:43:33,2024-01-06 19:12:43,2024-01-06 19:25:43,sofia.moreau,Technical Team,StartupXYZ,Chat,false,6.9
SUP-2002520,Technical Support - MedGroup,Technical Support,Critical,Escalated,2024-01-05 18:29:46,2024-01-05 22:01:56,,laura.smith,Technical Team,MedGroup,Portal,false,
SUP-2002521,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-02 14:46:31,2024-01-05 20:51:21,2024-01-05 21:27:21,carlos.silva,Product Team,Global Finance,Email,false,
SUP-2002522,Performance Issue - Acme Corp,Performance Issue,Low,Closed,2024-01-10 13:02:31,2024-01-12 01:04:59,2024-01-12 02:02:59,alex.chen,Engineering,Acme Corp,Phone,false,7.5
SUP-2002523,Data Export/Import - RetailCo,Data Export/Import,Medium,Closed,2024-01-28 14:57:45,2024-01-28 22:43:11,2024-01-28 22:56:11,maya.patel,Technical Team,RetailCo,Phone,false,7.9
SUP-2002524,Integration Problem - Individual,Integration Problem,Low,Closed,2024-01-11 09:10:06,2024-02-10 20:55:44,2024-02-10 21:16:44,carlos.silva,Integration Team,Individual,Phone,true,6.9
SUP-2002525,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-03 10:20:21,2024-01-05 00:03:56,2024-01-05 00:52:56,laura.smith,Technical Team,StartupXYZ,Chat,false,8.6
SUP-2002526,Integration Problem - UniServices,Integration Problem,Low,Closed,2024-01-01 11:58:21,2024-01-05 19:42:50,2024-01-05 20:28:50,maya.patel,Integration Team,UniServices,Email,false,5.8
SUP-2002527,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-06 09:29:05,2024-01-07 04:16:35,2024-01-07 04:23:35,jennifer.wu,Finance Support,TechStart Inc,Chat,false,7.2
SUP-2002528,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-17 11:04:04,2024-01-18 08:19:47,2024-01-18 09:17:47,jennifer.wu,Finance Support,Acme Corp,Phone,false,6.6
SUP-2002529,Billing Issue - CityCouncil,Billing Issue,Medium,Closed,2024-01-08 15:18:18,2024-01-10 02:04:08,2024-01-10 02:30:08,maya.patel,Finance Support,CityCouncil,Phone,false,7.0
SUP-2002530,Account Management - Global Finance,Account Management,Medium,Escalated,2024-01-25 14:04:32,2024-01-26 02:18:35,,laura.smith,Account Team,Global Finance,Chat,false,
SUP-2002531,Performance Issue - Global Finance,Performance Issue,High,Closed,2024-01-02 00:19:54,2024-01-02 16:44:45,2024-01-02 17:16:45,carlos.silva,Engineering,Global Finance,Phone,false,5.9
SUP-2002532,Integration Problem - Individual,Integration Problem,Medium,Closed,2024-01-26 11:24:32,2024-01-29 06:20:50,2024-01-29 07:00:50,alex.chen,Integration Team,Individual,Portal,false,7.6
SUP-2002533,Performance Issue - TechStart Inc,Performance Issue,Medium,Closed,2024-01-16 22:04:20,2024-01-19 19:01:33,2024-01-19 19:43:33,sofia.moreau,Engineering,TechStart Inc,Email,false,
SUP-2002534,Performance Issue - Global Finance,Performance Issue,Low,Escalated,2024-01-01 12:09:58,2024-01-22 06:54:29,,thomas.berg,Engineering,Global Finance,Phone,false,
SUP-2002535,Data Export/Import - RetailCo,Data Export/Import,Medium,Closed,2024-01-17 19:03:16,2024-01-19 12:53:09,2024-01-19 13:15:09,jennifer.wu,Technical Team,RetailCo,Chat,false,6.4
SUP-2002536,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-12 03:33:46,2024-01-12 14:02:08,2024-01-12 15:02:08,maya.patel,Technical Team,StartupXYZ,Chat,false,5.9
SUP-2002537,Feature Request - Acme Corp,Feature Request,Medium,Escalated,2024-01-11 12:39:38,2024-01-16 17:06:27,,jennifer.wu,Product Team,Acme Corp,Chat,false,
SUP-2002538,Integration Problem - Acme Corp,Integration Problem,High,Closed,2024-01-16 09:41:29,2024-01-16 22:44:37,2024-01-16 23:43:37,maya.patel,Integration Team,Acme Corp,Email,false,6.0
SUP-2002539,Integration Problem - UniServices,Integration Problem,Medium,Escalated,2024-01-15 14:53:49,2024-01-17 05:03:19,,laura.smith,Integration Team,UniServices,Portal,false,
SUP-2002540,Technical Support - TechStart Inc,Technical Support,Low,Reopened,2024-01-17 11:00:06,2024-01-19 21:57:25,,carlos.silva,Technical Team,TechStart Inc,Portal,false,
SUP-2002541,Billing Issue - Individual,Billing Issue,Medium,Closed,2024-01-01 08:38:14,2024-01-01 13:05:50,2024-01-01 13:44:50,alex.chen,Finance Support,Individual,Chat,false,7.2
SUP-2002542,Feature Request - RetailCo,Feature Request,Low,Closed,2024-01-06 10:41:49,2024-01-13 07:27:26,2024-01-13 07:53:26,ryan.kim,Product Team,RetailCo,Phone,false,5.6
SUP-2002543,Feature Request - Global Finance,Feature Request,High,Reopened,2024-01-08 08:34:02,2024-01-08 21:41:20,,jennifer.wu,Product Team,Global Finance,Chat,false,
SUP-2002544,Billing Issue - MedGroup,Billing Issue,Low,Closed,2024-01-05 08:48:54,2024-01-08 20:52:46,2024-01-08 21:14:46,carlos.silva,Finance Support,MedGroup,Phone,false,6.7
SUP-2002545,Performance Issue - CityCouncil,Performance Issue,Medium,Closed,2024-01-24 09:53:48,2024-01-26 22:44:17,2024-01-26 23:14:17,laura.smith,Engineering,CityCouncil,Email,false,6.4
SUP-2002546,Account Management - Acme Corp,Account Management,Medium,Closed,2024-01-22 09:21:17,2024-01-22 20:41:31,2024-01-22 21:35:31,laura.smith,Account Team,Acme Corp,Portal,false,
SUP-2002547,Performance Issue - Global Finance,Performance Issue,Medium,Closed,2024-01-10 10:45:46,2024-01-11 12:34:24,2024-01-11 13:07:24,carlos.silva,Engineering,Global Finance,Email,false,5.1
SUP-2002548,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-23 16:55:58,2024-01-24 04:11:47,2024-01-24 05:04:47,maya.patel,Account Team,TechStart Inc,Portal,false,7.4
SUP-2002549,Billing Issue - MedGroup,Billing Issue,Medium,Closed,2024-01-09 16:27:54,2024-01-10 08:41:38,2024-01-10 08:48:38,jennifer.wu,Finance Support,MedGroup,Portal,false,6.5
SUP-2002550,Performance Issue - Individual,Performance Issue,Medium,Escalated,2024-01-22 11:03:15,2024-01-23 00:21:26,,alex.chen,Engineering,Individual,Email,false,
SUP-2002551,Integration Problem - UniServices,Integration Problem,Low,Closed,2024-01-10 12:18:27,2024-01-15 16:59:09,2024-01-15 17:08:09,jennifer.wu,Integration Team,UniServices,Email,false,6.5
SUP-2002552,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-25 22:31:57,2024-01-26 19:19:09,2024-01-26 19:37:09,maya.patel,Finance Support,Global Finance,Portal,false,
SUP-2002553,Billing Issue - Global Finance,Billing Issue,Medium,Reopened,2024-01-06 05:05:00,2024-01-06 13:14:21,,sofia.moreau,Finance Support,Global Finance,Portal,false,
SUP-2002554,Performance Issue - CityCouncil,Performance Issue,Medium,Closed,2024-01-03 11:14:43,2024-01-07 04:54:01,2024-01-07 05:44:01,thomas.berg,Engineering,CityCouncil,Email,false,5.0
SUP-2002555,Data Export/Import - TechStart Inc,Data Export/Import,High,Closed,2024-01-01 18:11:10,2024-01-02 04:38:53,2024-01-02 04:54:53,jennifer.wu,Technical Team,TechStart Inc,Email,false,7.6
SUP-2002556,Billing Issue - Acme Corp,Billing Issue,High,Closed,2024-01-10 12:42:17,2024-01-10 20:14:47,2024-01-10 20:21:47,ryan.kim,Finance Support,Acme Corp,Email,false,
SUP-2002557,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-02 13:07:08,2024-01-03 02:39:01,2024-01-03 03:07:01,carlos.silva,Finance Support,Global Finance,Portal,false,6.7
SUP-2002558,Technical Support - Individual,Technical Support,Medium,Closed,2024-01-02 09:17:40,2024-01-03 06:21:21,2024-01-03 06:48:21,laura.smith,Technical Team,Individual,Portal,false,7.6
SUP-2002559,Technical Support - Global Finance,Technical Support,High,Closed,2024-01-24 09:33:10,2024-01-24 22:08:02,2024-01-24 22:52:02,thomas.berg,Technical Team,Global Finance,Email,false,5.1
SUP-2002560,Technical Support - RetailCo,Technical Support,Medium,Closed,2024-01-03 08:12:03,2024-01-03 18:57:27,2024-01-03 19:36:27,jennifer.wu,Technical Team,RetailCo,Portal,false,7.6
SUP-2002561,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-03 09:00:46,2024-01-05 08:33:14,2024-01-05 08:52:14,alex.chen,Integration Team,TechStart Inc,Phone,false,6.6
SUP-2002562,Data Export/Import - Acme Corp,Data Export/Import,High,Closed,2024-01-15 16:04:38,2024-01-16 02:51:58,2024-01-16 02:58:58,alex.chen,Technical Team,Acme Corp,Email,false,
SUP-2002563,Performance Issue - UniServices,Performance Issue,Medium,Closed,2024-01-18 10:40:04,2024-01-20 02:57:57,2024-01-20 03:09:57,thomas.berg,Engineering,UniServices,Email,false,5.2
SUP-2002564,Data Export/Import - Global Finance,Data Export/Import,Medium,Closed,2024-01-22 14:06:30,2024-01-23 20:19:51,2024-01-23 20:35:51,maya.patel,Technical Team,Global Finance,Phone,false,5.9
SUP-2002565,Billing Issue - UniServices,Billing Issue,High,Closed,2024-01-23 13:56:22,2024-01-23 17:03:12,2024-01-23 17:25:12,laura.smith,Finance Support,UniServices,Email,false,
SUP-2002566,Technical Support - Acme Corp,Technical Support,Medium,Closed,2024-01-02 12:01:37,2024-01-03 13:28:43,2024-01-03 13:34:43,maya.patel,Technical Team,Acme Corp,Chat,false,
SUP-2002567,Account Management - TechStart Inc,Account Management,High,Closed,2024-01-26 13:07:19,2024-01-26 19:06:46,2024-01-26 19:49:46,maya.patel,Account Team,TechStart Inc,Portal,false,8.8
